,Unnamed: 0,Mandatory FEMP Standby Power Requirement,Declared Standby Power,Product Category,Company Name - Brand Name,Model Name,Model Number,Additional Model Information,UNSPSC Code,ENAC Code,Wake on LAN (WOL) Status as Shipped (Workstations Only),Notes
122,4,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 358-70V,XPA U 358-70V,,52161547,KJ,,
123,5,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 358C-70V,XPA U 358C-70V,,52161547,KJ,,
124,6,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1002,XPA U 1002,,52161547,KJ,,
125,7,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1002-70V,XPA U 1002-70V,,52161547,KJ,,
126,8,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004,XPA U 1004,,52161547,KJ,,
127,9,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004-70V,XPA U 1004-70V,,52161547,KJ,,
128,10,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004C-70V,XPA U 1004C-70V,,52161547,KJ,,
129,11,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004-100V,XPA U 1004-100V,,52161547,KJ,,
130,12,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1002-100V,XPA U 1002-100V,,52161547,KJ,,
131,13,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 1004C-100V,XPA U 1004C-100V,,52161547,KJ,,
132,14,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 758,XPA U 758,,52161547,KJ,,
133,18,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Apple Inc. - Apple,HomePod mini,A2374,,52161547,KJ,,
134,19,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Apple Inc. - Apple,HomePod,A2825,"HomePod,A2878,",52161547,KJ,,
135,20,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Biamp Systems, LLC - BIAMP",Voltera A 600.2,Voltera A 600.2,,52161547,KJ,,
136,21,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Biamp Systems, LLC - BIAMP",Voltera A 600.4,Voltera A 600.4,,52161547,KJ,,
137,23,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,CLOUD ELECTRONICS LIMITED - Cloud,MA 40,MA 40,,52161547,KJ,,
138,24,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,CLOUD ELECTRONICS LIMITED - Cloud,MA 40F,MA 40F,,52161547,KJ,,
139,25,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,CLOUD ELECTRONICS LIMITED - Cloud,MA 40T,MA 40T,,52161547,KJ,,
140,29,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-2210S,AMP-2210S,,52161547,KJ,,
141,30,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-2210S,AMP-2210S,,52161547,KJ,,
142,31,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-2210T,AMP-2210T,,52161547,KJ,,
143,32,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-3210S,AMP-3210S,,52161547,KJ,,
144,33,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-3210T,AMP-3210T,,52161547,KJ,,
145,34,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",M201926002,AMP-X50MP,,52161547,KJ,,
146,35,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Crestron Electronics, Inc. - Crestron",AMP-X75,M201929003,,52161547,KJ,,
147,36,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,XPA 2001-100V,,52161547,KJ,,
148,37,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,XPA 2001-70V,,52161547,KJ,,
149,38,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,XPA 2004,,52161547,KJ,,
150,39,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA 4002,XPA 4002,",XPA 4002-70V,; XPA 4002,XPA 4002,",52161547,KJ,,
151,40,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,Audio Amplifier,MPA 152 PLUS,,52161547,KJ,,
152,43,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,MPA 601-70V,MPA 601-70V,,52161547,KJ,,
153,44,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,MPA 601-100V,MPA 601-100V,,52161547,KJ,,
154,45,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 46-55,SB 33 A 46-55,"SB 33 A 46-55,SB 33 A 55-65,",52161547,KJ,,
155,46,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 65-70,SB 33 A 65-70,,52161547,KJ,,
156,47,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 75-80,SB 33 A 75-80,,52161547,KJ,,
157,48,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 1004 SB,XPA U 1004 SB,,52161547,KJ,,
158,49,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 2002 SB,XPA U 2002 SB,,52161547,KJ,,
159,50,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T50,MX-T50,,52161547,KJ,,
160,51,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T70,MX-T70,,52161547,KJ,,
161,52,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T40,MX-T40,,52161547,KJ,,
162,53,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",MX-T55,MX-T55,,52161547,KJ,,
163,54,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,YAMAHA CORPORATION - YAMAHA,Power Amprifier,MA2120,,52161547,KJ,,
164,55,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,YAMAHA CORPORATION - YAMAHA,Power Amprifier,PA2120,,52161547,KJ,,
165,56,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA1201,CA1201,,52161547,KJ,,
166,57,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA602,CA602,,52161547,KJ,,
167,58,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA601,CA601,,52161547,KJ,,
168,59,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA1202,CA1202,,52161547,KJ,,
169,60,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA2402,CA2402,,52161547,KJ,,
170,61,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,CA2401,CA2401,,52161547,KJ,,
171,62,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,FA602,FA602,,52161547,KJ,,
172,63,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,FA1202,FA1202,,52161547,KJ,,
173,64,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB GRUPPEN,FA2402,FA2402,,52161547,KJ,,
174,72,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,E SERIES 5:4,E SERIES 5:4,,52161547,KJ,,
175,73,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,E SERIES 10:4,E SERIES 10:4,,52161547,KJ,,
176,74,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,Lucia 60/1-70,Lucia 60/1-70,,52161547,KJ,,
177,75,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,Lucia 60/2,Lucia 60/2,,52161547,KJ,,
178,76,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Music Tribe Commercial MY Sdn. Bhd. - LAB.GRUPPEN,Lucia 60/2M,Lucia 60/2M,,52161547,KJ,,
179,77,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"NEEC Audio Barcelona, S.L. - ECLER",GPA2-400ES,GPA2-400ES,,52161547,KJ,,
180,78,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"NEEC Audio Barcelona, S.L. - ECLER",HSA2-400ES,HSA2-400ES,,52161547,KJ,,
181,79,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,MAGNIFI MAX SOUND BAR,,52161547,KJ,,
182,80,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS (Right),,52161547,KJ,,
183,81,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS (Left),,52161547,KJ,,
184,82,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS(Right),,52161547,KJ,,
185,83,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,SR1 WIRELESS SURROUNDS (Left),,52161547,KJ,,
186,85,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA,SPA2-60,,52161547,KJ,,
187,86,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA,SPA4-60,,52161547,KJ,,
188,87,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA2-200,SPA2-200,,52161547,KJ,,
189,88,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"QSC, LLC - QSC",SPA4-100,SPA4-100,,52161547,KJ,,
190,89,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,"Samsung Electronics Co., Ltd. - Samsung",HW-H500,HW-H500,,52161547,KJ,,
191,243,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Audio Amplifier - Limited Bandwidth","Crestron Electronics, Inc. - Crestron",AMP-X1000,M202039003,,52161547,KJ,,
192,244,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Audio Amplifier - Limited Bandwidth","Crestron Electronics, Inc. - Crestron",AMP-X750,M202039002,,52161547,KJ,,
193,245,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Audio Amplifier - Limited Bandwidth","Crestron Electronics, Inc. - Crestron",AMP-X500,M202039001,,52161547,KJ,,
194,240,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Compact/Shelf Audio System",Atlona Inc - ATLONA,AT-GAIN-120,AT-GAIN-120,,52161547,KJ,,
195,241,Compliant,0 to 1 W,"Audio Video Equipment - Audio Amplifier - Full Spectrum,Compact/Shelf Audio System",Atlona Inc - ATLONA,AT-GAIN-60,AT-GAIN-60,,52161547,KJ,,
196,92,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - harman/kardon",AURA STUDIO 4,AURA STUDIO 4,,52161547,KJ,,
197,95,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,XTREME 3G,,52161547,KJ,,
198,96,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,XTREME 3N,,52161547,KJ,,
199,97,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX ENCORE ESSENTIAL,,52161547,KJ,,
200,98,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX110,,52161547,KJ,,
201,101,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 500 SUB,,52161547,KJ,,
202,103,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 800 SUB,,52161547,KJ,,
203,105,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 1000 SUB,,52161547,KJ,,
204,106,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Wireless Speaker,BOOMBOX 3 Wi-Fi,,52161547,KJ,,
205,107,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Bluetooth Speaker,PARTYBOX ENCORE,,52161547,KJ,,
206,110,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Wireless Speaker,BOOMBOX 3,,52161547,KJ,,
207,112,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,Wireless Subwoofer: BAR 1300X SUB,,52161547,KJ,,
208,114,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,Wireless Subwoofer: BAR 1300 SUB,,52161547,KJ,,
209,116,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Multi-Channel Soundbar with wireless subwoofer,BAR 700 SUB,,52161547,KJ,,
210,117,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",Portable Bluetooth Speaker,BOOMBOX 3,,52161547,KJ,,
211,118,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Harman International Industries, Incorporated - JBL",PORTABLE BLUETOOTH SPEAKER,GO+PLAY 3,,52161547,KJ,,
212,124,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,LDIMA60,LDIMA60,,52161547,KJ,,
213,125,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,LDIMA30,LDIMA30,,52161547,KJ,,
214,126,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,Installation Power Amplifier,IPA412T,,52161547,KJ,,
215,127,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD,Installation Power Amplifier,IPA424T,,52161547,KJ,,
216,128,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD SYSTEMS or LD,LDIMA120,LDIMA120,,52161547,KJ,,
217,129,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,AdamHall GmbH - LD SYSTEMS or LD,LDIMA240,LDIMA240,,52161547,KJ,,
218,130,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Crestron Electronics, Inc. - Crestron",Professional Audio Amplifier,MP-AMP40-100V,,52161547,KJ,,
219,131,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Crestron Electronics, Inc. - Crestron",Professional Audio Amplifier,MP-AMP40-70V,,52161547,KJ,,
220,159,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",MX-ST50B,MX-ST50B,"MX-B50,MX-B50,Same as basic model except model designation; MX-ST5CB,MX-ST5CB,Same as basic model except model designation",52161547,KJ,,
221,168,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Zound Industries AB - Marshall,ACTON III,ACTON III,,52161547,KJ,,
222,170,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Zound Industries AB - Marshall,STANMORE III,STANMORE III,,52161547,KJ,,
223,171,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,Polk MagniFi Soundbar,MAGNIFI X SOUNDBAR,,52161547,KJ,,
224,172,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,Polk MagniFi Soundbar,MAGNIFI X SUBWOOFER,,52161547,KJ,,
225,173,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,Polk Signa Solo,SIGNA SOLO,",SIGNA SOLO GE, SIGNA SOLO INTL, SIGNA SOLO NFR,",52161547,KJ,,
226,174,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,MAGNIFI MAX SUBWOOFER,,52161547,KJ,,
227,175,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,SIGNA S1B SYSTEM,Sound Bar: SIGNA S1B SOUND BAR,,52161547,KJ,,
228,176,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,SIGNA S1B SYSTEM,Subwoofer: SIGNA S1B SUBWOOFER,,52161547,KJ,,
229,177,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,SIGNA S2 SOUND BAR,,52161547,KJ,,
230,178,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,SIGNA S2 SUBWOOFER,,52161547,KJ,,
231,181,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,MAGNIFI MAX SR SYSTEM,MAGNIFI MAX SUBWOOFER,,52161547,KJ,,
232,182,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,Signa S3 SOUND BAR,,52161547,KJ,,
233,183,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,Polk Audio - Polk,HOME THEATER SYSTEM,Signa S3 SUBWOOFER,,52161547,KJ,,
234,184,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J355,HW-J355,"HW-J350,HW-J350,; HW-J355,HW-J355,; HW-JM35,HW-JM35,",52161547,KJ,,
235,185,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J450,HW-J450,"HW-J450,HW-J450,; HW-JM45,HW-JM45,",52161547,KJ,,
236,186,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J6000,HW-J6000,"HW-J4000,HW-J4000,; HW-J6000,HW-J6000,; HW-J6000R,HW-J6000R,; HW-J6001R,HW-J6001R,; HW-J6010R,HW-J6010R,; HW-J6011R,HW-J6011R,; HW-JM4000,HW-JM4000,; HW-JM4000C,HW-JM4000C,; HW-JM6000,HW-JM6000,; HW-JM6000C,HW-JM6000C,",52161547,KJ,,
237,187,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J250,HW-J250,"HW-J250,HW-J250,; HW-JM25,HW-JM25,; HW-JM25C,HW-JM25C,",52161547,KJ,,
238,188,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J370,HW-J370,"HW-J370,HW-J370,; HW-JM37,HW-JM37,; HW-JM37C,HW-JM37C,",52161547,KJ,,
239,189,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J470,HW-J470,"HW-J470,HW-J470,; HW-JM47,HW-JM47,",52161547,KJ,,
240,190,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-J550,HW-J550,"HW-J550,HW-J550,; HW-J551,HW-J551,; HW-JM55,HW-JM55,; HW-JM55C,HW-JM55C,",52161547,KJ,,
241,191,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-JM45C,HW-JM45C,,52161547,KJ,,
242,192,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-K450,HW-K450,"HW-K430,HW-K430,; HW-K460,HW-K460,; HW-KM45,HW-KM45,; HW-KM45C,HW-KM45C,",52161547,KJ,,
243,193,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-K360,HW-K360,"HW-K360,HW-K360,; HW-K369,HW-K369,; HW-KM36,HW-KM36,; HW-KM36C,HW-KM36C,",52161547,KJ,,
244,194,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-K550,HW-K550,"HW-K551,HW-K551,; HW-K560,HW-K560,; HW-KM55,HW-KM55,; HW-KM55C,HW-KM55C,; HW-KM57C,HW-KM57C,",52161547,KJ,,
245,195,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-K370,HW-K370,"HW-K380,HW-K380,; HW-KM37,HW-KM37,; HW-KM37C,HW-KM37C,; HW-KM38,HW-KM38,; HW-KM39,HW-KM39,",52161547,KJ,,
246,196,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-K470,HW-K470,"HW-K480,HW-K480,; HW-KM47,HW-KM47,; HW-KM47C,HW-KM47C,",52161547,KJ,,
247,197,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M450,HW-M450,"HW-M435,HW-M435,; HW-M460,HW-M460,; HW-M495,HW-M495,; HW-MM45,HW-MM45,; HW-MM45C,HW-MM45C,",52161547,KJ,,
248,198,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M360,HW-M360,"HW-M369,HW-M369,; HW-M395,HW-M395,; HW-MM36,HW-MM36,; HW-MM36C,HW-MM36C,; HW-MM37,HW-MM37,",52161547,KJ,,
249,199,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M4500,HW-M4500,"HW-M4500C,HW-M4500C,; HW-M4501,HW-M4501,; HW-M4510,HW-M4510,; HW-M4511,HW-M4511,; HW-M4990,HW-M4990,; HW-M4991,HW-M4991,; HW-MM4500,HW-MM4500,; HW-MM4500C,HW-MM4500C,",52161547,KJ,,
250,200,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M550,HW-M550,"HW-M560,HW-M560,; HW-M595,HW-M595,; HW-MM55,HW-MM55,; HW-MM55C,HW-MM55C,",52161547,KJ,,
251,201,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M370,HW-M370,,52161547,KJ,,
252,202,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Limited Bandwidth,"Samsung Electronics Co., Ltd. - Samsung",HW-M430,HW-M430,,52161547,KJ,,
253,257,Compliant,0 to 1 W,Audio Video Equipment - Blu-ray Disc Player,"Samsung Electronics Co., Ltd. - Samsung",BD-J5100,BD-J5100,"BD-JM51,BD-JM51,; BD-JM51C,BD-JM51C,",52161553,KJ,,
